FID,geom,source
modelled_grid_original.5378,"MULTILINESTRING ((1007673.3153482501 1065000.9510673843, 1007209.4841329039 1065000.9510673843))",openstreetmap
modelled_grid_original.5379,"MULTILINESTRING ((1030401.0449003548 1065000.9510673843, 1031328.7073310505 1065941.5872477049, 1031328.7073310505 1066411.9139507266, 1030864.8761157042 1066882.2463991605, 1030864.8761157042 1068293.278243212, 1031328.7073310505 1068763.63369957, 1033184.0321924484 1068763.63369957, 1033647.8634077978 1069233.9949144823))",gridfinder
modelled_grid_original.5380,"MULTILINESTRING ((1007209.4841329039 1064530.6415848313, 1007209.4841329039 1065000.9510673843))",openstreetmap
modelled_grid_original.5381,"MULTILINESTRING ((471020.5991894233 1066882.2463991605, 473803.586481517 1064060.3378371815, 474731.24891221593 1064060.3378371815, 477050.40498896 1066411.9139507266, 477050.40498896 1068293.278243212, 480297.2234964063 1071585.887459327))",gridfinder
modelled_grid_original.5382,"MULTILINESTRING ((1357402.051721421 1064060.3378371815, 1357402.051721421 1065941.5872477049, 1356938.2205060718 1066411.9139507266))",gridfinder
modelled_grid_original.5383,"MULTILINESTRING ((997932.8598259209 1063590.0398218043, 998396.6910412704 1064060.3378371815, 998860.5222566198 1064060.3378371815, 999324.3534719694 1064530.6415848313, 999788.1846873187 1064530.6415848313, 1000252.0159026682 1065000.9510673843, 1000252.0159026682 1065471.2662874663, 1001179.678333364 1066411.9139507266))",openstreetmap
modelled_grid_original.5384,"MULTILINESTRING ((1356010.5580753728 1063590.0398218043, 1356938.2205060718 1063590.0398218043, 1357402.051721421 1064060.3378371815))",gridfinder
modelled_grid_original.5385,"MULTILINESTRING ((1358329.714152117 1063590.0398218043, 1357865.8829367675 1063590.0398218043, 1357402.051721421 1064060.3378371815))",gridfinder
modelled_grid_original.5386,"MULTILINESTRING ((1349980.7522758362 1063119.7475360774, 1353227.5707832794 1066411.9139507266, 1355082.8956446738 1066411.9139507266, 1355546.7268600233 1066882.2463991605))",gridfinder
modelled_grid_original.5387,"MULTILINESTRING ((496531.31603362155 1062649.4609773722, 496067.48481827206 1063119.7475360774, 495603.6536029226 1063119.7475360774, 495139.82238757313 1063590.0398218043, 495139.82238757313 1067352.5845956332))",gridfinder
modelled_grid_original.5388,"MULTILINESTRING ((496995.147248971 1062649.4609773722, 496531.31603362155 1062649.4609773722))",gridfinder
modelled_grid_original.5389,"MULTILINESTRING ((1017413.7708705824 1062649.4609773722, 1016022.2772245342 1062649.4609773722, 1015558.4460091846 1063119.7475360774, 1013703.12114779 1063119.7475360774, 1012775.458717091 1064060.3378371815, 1012311.6275017416 1064060.3378371815, 1011847.7962863921 1063590.0398218043, 1011383.9650710428 1064060.3378371815, 1010456.3026403468 1064060.3378371815, 1009992.4714249974 1064530.6415848313, 1009064.8089942986 1064530.6415848313, 1008600.977778949 1065000.9510673843, 1007673.3153482501 1065000.9510673843))",openstreetmap
modelled_grid_original.5390,"MULTILINESTRING ((1017877.6020859288 1062649.4609773722, 1017413.7708705824 1062649.4609773722))",openstreetmap
modelled_grid_original.5391,"MULTILINESTRING ((1017877.6020859288 1062649.4609773722, 1018805.2645166278 1063590.0398218043, 1018805.2645166278 1064060.3378371815, 1020196.758162676 1065471.2662874663, 1020196.758162676 1065941.5872477049, 1020660.5893780256 1066411.9139507266, 1020660.5893780256 1066882.2463991605, 1022515.9142394202 1068763.63369957))",gridfinder
modelled_grid_original.5392,"MULTILINESTRING ((1400538.35474888 1062649.4609773722, 1400074.5235335305 1063119.7475360774, 1400074.5235335305 1065941.5872477049, 1399610.692318181 1066411.9139507266, 1399610.692318181 1068763.63369957, 1400074.5235335305 1069233.9949144823, 1400074.5235335305 1069704.3618905745, 1399146.8611028315 1070645.1131368172, 1399146.8611028315 1071115.4974122243, 1398683.029887482 1071585.887459327, 1398683.029887482 1074878.7796174418, 1398219.1986721358 1075349.2159327888, 1398219.1986721358 1081465.4163683942, 1397755.3674567863 1081935.9340583282, 1397755.3674567863 1082876.9869374654, 1396827.7050260876 1083818.0631665161))",gridfinder
modelled_grid_original.5393,"MULTILINESTRING ((1401002.1859642293 1062649.4609773722, 1400538.35474888 1062649.4609773722))",gridfinder
modelled_grid_original.5394,"MULTILINESTRING ((1401002.1859642293 1062649.4609773722, 1404249.0044716725 1062649.4609773722, 1404712.835687022 1063119.7475360774, 1408423.4854098146 1063119.7475360774, 1408887.3166251606 1062649.4609773722, 1412597.9663479533 1062649.4609773722, 1413061.7975633028 1063119.7475360774, 1414453.2912093513 1063119.7475360774, 1415380.9536400503 1064060.3378371815, 1416308.616070746 1064060.3378371815, 1417236.2785014447 1065000.9510673843, 1417700.1097167942 1065000.9510673843, 1418163.9409321437 1065471.2662874663, 1418627.7721474932 1065471.2662874663, 1420483.0970088877 1067352.5845956332, 1421410.7594395867 1067352.5845956332, 1423266.0843009816 1069233.9949144823))",gridfinder
modelled_grid_original.5395,"MULTILINESTRING ((496531.31603362155 1062179.1801430613, 496531.31603362155 1062649.4609773722))",gridfinder
modelled_grid_original.5396,"MULTILINESTRING ((823532.3228546879 1062179.1801430613, 821676.9979932902 1064060.3378371815, 821676.9979932902 1064530.6415848313, 822140.8292086397 1065000.9510673843, 822604.6604239891 1065000.9510673843))",gridfinder
modelled_grid_original.5397,"MULTILINESTRING ((823532.3228546879 1062179.1801430613, 824459.9852853838 1063119.7475360774, 824459.9852853838 1063590.0398218043, 824923.8165007333 1064060.3378371815, 824923.8165007333 1064530.6415848313, 825851.4789314322 1065471.2662874663, 825851.4789314322 1066882.2463991605, 826315.3101467816 1067352.5845956332, 826315.3101467816 1069233.9949144823, 827242.9725774775 1070174.7346304767))",gridfinder
modelled_grid_original.5398,"MULTILINESTRING ((992830.7164570832 1062179.1801430613, 992366.8852417337 1062649.4609773722, 992366.8852417337 1064060.3378371815, 991903.0540263844 1064530.6415848313, 991903.0540263844 1065000.9510673843, 991439.2228110348 1065471.2662874663, 991439.2228110348 1065941.5872477049, 990511.5603803359 1066882.2463991605))",openstreetmap
modelled_grid_original.5399,"MULTILINESTRING ((993294.5476724326 1062179.1801430613, 992830.7164570832 1062179.1801430613))",gridfinder
modelled_grid_original.5400,"MULTILINESTRING ((994222.2101031283 1062179.1801430613, 993294.5476724326 1062179.1801430613))",gridfinder
modelled_grid_original.5401,"MULTILINESTRING ((1017877.6020859288 1062179.1801430613, 1017877.6020859288 1062649.4609773722))",openstreetmap
modelled_grid_original.5402,"MULTILINESTRING ((1400538.35474888 1062179.1801430613, 1400538.35474888 1062649.4609773722))",gridfinder
modelled_grid_original.5403,"MULTILINESTRING ((856928.1703598177 1061708.905030518, 856928.1703598177 1066411.9139507266, 856000.5079291187 1067352.5845956332, 855536.6767137692 1067352.5845956332, 855072.8454984198 1067822.9285427753))",gridfinder
modelled_grid_original.5404,"MULTILINESTRING ((992830.7164570832 1061708.905030518, 992830.7164570832 1062179.1801430613))",gridfinder
modelled_grid_original.5405,"MULTILINESTRING ((1018341.4333012782 1061708.905030518, 1017877.6020859288 1062179.1801430613))",openstreetmap
modelled_grid_original.5690,"MULTILINESTRING ((1049418.1247296636 1042432.5194681052, 1049881.955945013 1042902.5622475209))",gridfinder
modelled_grid_original.5406,"MULTILINESTRING ((1020660.5893780256 1061708.905030518, 1020196.758162676 1061708.905030518, 1019732.9269473266 1062179.1801430613, 1018805.2645166278 1062179.1801430613, 1018341.4333012782 1061708.905030518))",openstreetmap
modelled_grid_original.5407,"MULTILINESTRING ((1020660.5893780256 1061708.905030518, 1021588.2518087213 1062649.4609773722))",gridfinder
modelled_grid_original.5408,"MULTILINESTRING ((1349980.7522758362 1063119.7475360774, 1351372.2459218814 1061708.905030518, 1351836.077137231 1061708.905030518, 1352299.9083525804 1062179.1801430613))",gridfinder
modelled_grid_original.5409,"MULTILINESTRING ((735868.223153719 1061238.6356371187, 735868.223153719 1061708.905030518, 733549.0670769748 1064060.3378371815, 733549.0670769748 1064530.6415848313, 732621.4046462758 1065471.2662874663, 732621.4046462758 1065941.5872477049, 732157.5734309264 1066411.9139507266))",openstreetmap
modelled_grid_original.5410,"MULTILINESTRING ((833736.6095923667 1067352.5845956332, 834664.2720230625 1066411.9139507266, 836519.5968844603 1066411.9139507266, 836983.4280998097 1065941.5872477049, 837911.0905305056 1065941.5872477049, 838374.921745855 1065471.2662874663, 838838.7529612045 1065471.2662874663, 839302.5841765539 1065000.9510673843, 840230.2466072529 1065000.9510673843, 840694.0778226024 1064530.6415848313, 842549.4026839971 1064530.6415848313, 843013.2338993464 1064060.3378371815, 847651.5460528348 1064060.3378371815, 848115.3772681842 1063590.0398218043, 849043.0396988831 1063590.0398218043, 850434.5333449316 1062179.1801430613, 850898.3645602809 1062179.1801430613, 851362.1957756273 1061708.905030518, 852289.8582063263 1061708.905030518, 852753.6894216756 1061238.6356371187, 855072.8454984198 1061238.6356371187, 855536.6767137692 1061708.905030518, 856000.5079291187 1061708.905030518, 856464.3391444681 1061238.6356371187, 856928.1703598177 1061708.905030518))",gridfinder
modelled_grid_original.5411,"MULTILINESTRING ((857392.001575167 1061238.6356371187, 856928.1703598177 1061708.905030518))",gridfinder
modelled_grid_original.5412,"MULTILINESTRING ((857392.001575167 1061238.6356371187, 857855.8327905134 1061708.905030518, 858319.6640058628 1061708.905030518, 859247.3264365616 1062649.4609773722))",gridfinder
modelled_grid_original.5413,"MULTILINESTRING ((1018341.4333012782 1061238.6356371187, 1018341.4333012782 1061708.905030518))",openstreetmap
modelled_grid_original.5414,"MULTILINESTRING ((1339312.6343228081 1061238.6356371187, 1339312.6343228081 1063590.0398218043, 1337457.3094614102 1065471.2662874663, 1336993.478246064 1065471.2662874663, 1336065.815815365 1066411.9139507266, 1334674.3221693167 1066411.9139507266, 1334210.490953967 1066882.2463991605, 1331891.334877223 1066882.2463991605, 1331427.5036618735 1067352.5845956332, 1330499.8412311745 1067352.5845956332, 1330036.0100158283 1067822.9285427753, 1329108.3475851296 1067822.9285427753, 1328644.5163697798 1068293.278243212, 1327716.853939081 1068293.278243212, 1326789.1915083854 1069233.9949144823, 1326325.3602930356 1069233.9949144823, 1325397.6978623369 1070174.7346304767, 1325397.6978623369 1070645.1131368172))",openstreetmap
modelled_grid_original.5415,"MULTILINESTRING ((673251.0090816019 1060768.3719602332, 672787.1778662524 1061238.6356371187, 672787.1778662524 1062649.4609773722, 673251.0090816019 1063119.7475360774, 673251.0090816019 1063590.0398218043, 673714.8402969512 1064060.3378371815, 673714.8402969512 1066882.2463991605, 674178.6715122976 1067352.5845956332, 674178.6715122976 1069233.9949144823, 673714.8402969512 1069704.3618905745, 673251.0090816019 1069704.3618905745, 672787.1778662524 1070174.7346304767, 672323.3466509029 1070174.7346304767, 670468.0217895082 1072056.2832807575, 661191.3974825253 1072056.2832807575, 660263.7350518296 1072997.0922571118))",gridfinder
modelled_grid_original.5416,"MULTILINESTRING ((673251.0090816019 1060768.3719602332, 673714.8402969512 1060768.3719602332, 674178.6715122976 1061238.6356371187, 675106.3339429965 1061238.6356371187, 675570.165158346 1061708.905030518, 676033.9963736954 1061708.905030518, 676497.8275890448 1062179.1801430613, 677425.4900197438 1062179.1801430613, 677889.32123509 1062649.4609773722, 678353.1524504395 1062649.4609773722, 678816.983665789 1063119.7475360774, 679280.8148811384 1063119.7475360774, 679744.6460964879 1063590.0398218043, 680672.3085271869 1063590.0398218043, 681136.1397425332 1064060.3378371815, 681599.9709578826 1064060.3378371815, 682063.8021732321 1064530.6415848313, 682991.4646039311 1064530.6415848313, 683455.2958192804 1065000.9510673843, 683919.1270346299 1065000.9510673843, 684382.9582499762 1065471.2662874663, 685310.6206806751 1065471.2662874663, 685774.4518960246 1065941.5872477049, 686238.283111374 1065941.5872477049, 686702.1143267235 1066411.9139507266, 687165.945542073 1066411.9139507266, 687629.7767574225 1066882.2463991605, 688557.4391881182 1066882.2463991605, 689021.2704034676 1067352.5845956332, 689485.1016188171 1067352.5845956332, 689948.9328341666 1067822.9285427753, 690876.5952648654 1067822.9285427753, 691340.4264802118 1068293.278243212, 691804.2576955613 1068293.278243212, 692268.0889109108 1068763.63369957, 692731.9201262603 1068763.63369957, 693195.7513416096 1069233.9949144823, 694123.4137723086 1069233.9949144823, 694587.2449876548 1069704.3618905745, 695051.0762030043 1069704.3618905745, 695514.9074183538 1070174.7346304767, 696442.5698490527 1070174.7346304767, 696906.4010644022 1070645.1131368172, 697370.2322797517 1070645.1131368172, 697834.063495101 1071115.4974122243, 698297.8947104474 1071115.4974122243, 698761.7259257968 1071585.887459327, 699689.3883564958 1071585.887459327, 700153.2195718453 1072056.2832807575, 700617.0507871946 1072056.2832807575, 701080.8820025441 1072526.684879142, 702008.54443324 1072526.684879142, 702472.3756485895 1072997.0922571118, 702936.2068639388 1072997.0922571118, 703400.0380792883 1073467.5054172962, 704327.7005099873 1073467.5054172962, 704791.5317253335 1073937.9243623267, 705255.362940683 1073937.9243623267, 705719.1941560324 1074408.3490948332, 706183.0253713819 1074408.3490948332, 706646.8565867314 1074878.7796174418))",openstreetmap
modelled_grid_original.5417,"MULTILINESTRING ((736332.0543690685 1060768.3719602332, 735868.223153719 1061238.6356371187))",openstreetmap
modelled_grid_original.5418,"MULTILINESTRING ((737723.5480151168 1060768.3719602332, 737259.7167997673 1060768.3719602332, 736795.8855844178 1061238.6356371187, 736332.0543690685 1060768.3719602332))",openstreetmap
modelled_grid_original.5419,"MULTILINESTRING ((889396.3554342482 1060768.3719602332, 888932.5242188988 1060768.3719602332))",gridfinder
modelled_grid_original.5420,"MULTILINESTRING ((889396.3554342482 1060768.3719602332, 889860.1866495977 1061238.6356371187, 889860.1866495977 1061708.905030518, 890787.8490802967 1062649.4609773722, 890324.0178649471 1063119.7475360774))",gridfinder
modelled_grid_original.5421,"MULTILINESTRING ((1017877.6020859288 1060768.3719602332, 1016486.1084398836 1060768.3719602332))",gridfinder
modelled_grid_original.5422,"MULTILINESTRING ((1018341.4333012782 1060768.3719602332, 1017877.6020859288 1060768.3719602332))",gridfinder
modelled_grid_original.5423,"MULTILINESTRING ((1018341.4333012782 1060768.3719602332, 1018341.4333012782 1061238.6356371187))",openstreetmap
modelled_grid_original.5424,"MULTILINESTRING ((1337921.1406767596 1060768.3719602332, 1338848.8031074586 1060768.3719602332, 1339312.6343228081 1061238.6356371187))",openstreetmap
modelled_grid_original.5425,"MULTILINESTRING ((432522.6083154561 1060298.1139972403, 432522.6083154561 1060768.3719602332, 432986.43953080237 1061238.6356371187, 432986.43953080237 1061708.905030518, 434377.9331768507 1063119.7475360774, 434377.9331768507 1063590.0398218043, 434841.7643922002 1064060.3378371815, 434841.7643922002 1064530.6415848313, 435305.59560754965 1065000.9510673843, 435305.59560754965 1065471.2662874663, 436233.2580382454 1066411.9139507266, 436233.2580382454 1066882.2463991605, 436697.08925359487 1067352.5845956332, 436697.08925359487 1068293.278243212, 437160.9204689443 1068763.63369957, 437160.9204689443 1071115.4974122243, 437624.7516842938 1071585.887459327, 437624.7516842938 1072997.0922571118, 438088.5828996432 1073467.5054172962))",gridfinder
modelled_grid_original.5426,"MULTILINESTRING ((734940.5607230231 1060298.1139972403, 735868.223153719 1061238.6356371187))",openstreetmap
modelled_grid_original.5427,"MULTILINESTRING ((886613.3681421546 1060768.3719602332, 887077.1993575041 1060298.1139972403, 887541.0305728535 1060298.1139972403, 888004.8617882031 1060768.3719602332, 888932.5242188988 1060768.3719602332))",gridfinder
modelled_grid_original.5428,"MULTILINESTRING ((889396.3554342482 1060298.1139972403, 889396.3554342482 1060768.3719602332))",gridfinder
modelled_grid_original.5429,"MULTILINESTRING ((923256.0341547272 1070645.1131368172, 923256.0341547272 1065941.5872477049, 921400.7092933325 1064060.3378371815, 921400.7092933325 1063590.0398218043, 920936.8780779832 1063119.7475360774, 920936.8780779832 1061238.6356371187, 921864.5405086821 1060298.1139972403, 923719.8653700767 1060298.1139972403, 924183.6965854261 1060768.3719602332, 926039.0214468209 1060768.3719602332, 926502.8526621703 1061238.6356371187))",gridfinder
modelled_grid_original.5430,"MULTILINESTRING ((378718.18733496603 1092288.803450964, 378718.18733496603 1091818.1568438956, 381037.3434117133 1089465.0120689205, 381037.3434117133 1088994.4007475448, 381501.1746270628 1088523.7952978967, 381501.1746270628 1087582.6020032237, 382892.66827310796 1086170.856033269, 382892.66827310796 1085700.2857586243, 383356.49948845746 1085229.7213372618, 383356.49948845746 1083347.5221319362, 382892.66827310796 1082876.9869374654, 383356.49948845746 1082406.4575804758, 383356.49948845746 1080053.8982655327, 382892.66827310796 1079583.403878117, 382892.66827310796 1078642.432557805, 383356.49948845746 1078171.955619642, 383356.49948845746 1076760.559661548, 385211.82434985216 1074878.7796174418, 385211.82434985216 1072526.684879142, 385675.6555652016 1072056.2832807575, 385675.6555652016 1071585.887459327, 386139.48678055103 1071115.4974122243, 386139.48678055103 1070645.1131368172, 388922.47407264466 1067822.9285427753, 388922.47407264466 1067352.5845956332, 389850.1365033435 1066411.9139507266, 389850.1365033435 1063119.7475360774, 390313.967718693 1062649.4609773722, 390313.967718693 1061238.6356371187, 391705.46136474144 1059827.8617455123, 392169.2925800877 1059827.8617455123, 392633.12379543716 1060298.1139972403, 393560.7862261361 1060298.1139972403, 394488.448656835 1061238.6356371187, 397271.43594892864 1061238.6356371187, 397735.2671642781 1061708.905030518, 401445.91688707063 1061708.905030518, 402373.57931776636 1060768.3719602332, 407011.8914712578 1060768.3719602332, 407475.7226866073 1060298.1139972403, 411186.37240939983 1060298.1139972403, 411650.2036247493 1060768.3719602332, 412114.03484009876 1060768.3719602332, 412577.86605544505 1061238.6356371187, 413041.6972707945 1061238.6356371187, 413505.528486144 1061708.905030518, 413969.3597014934 1061708.905030518, 414433.1909168429 1062179.1801430613, 416752.346993587 1062179.1801430613, 417216.1782089365 1062649.4609773722, 418143.8406396354 1062649.4609773722, 418607.67185498483 1063119.7475360774, 419071.5030703343 1063119.7475360774, 419999.1655010301 1064060.3378371815, 420462.9967163796 1064060.3378371815, 420926.827931729 1064530.6415848313, 421390.6591470785 1064530.6415848313, 423709.8152238226 1066882.2463991605, 423709.8152238226 1068293.278243212, 424173.6464391721 1068763.63369957, 424173.6464391721 1069704.3618905745, 425101.308869871 1070645.1131368172, 425101.308869871 1071115.4974122243))",gridfinder
modelled_grid_original.5431,"MULTILINESTRING ((903311.2918947195 1059827.8617455123, 902847.4606793701 1060298.1139972403, 902847.4606793701 1061238.6356371187, 902383.6294640205 1061708.905030518, 901919.7982486741 1061708.905030518, 900992.1358179753 1062649.4609773722, 900992.1358179753 1063119.7475360774, 900528.3046026259 1063590.0398218043, 900528.3046026259 1064060.3378371815, 900992.1358179753 1064530.6415848313, 900992.1358179753 1065000.9510673843, 902847.4606793701 1066882.2463991605, 903311.2918947195 1066882.2463991605, 904238.9543254183 1067822.9285427753))",gridfinder
modelled_grid_original.5432,"MULTILINESTRING ((903311.2918947195 1059827.8617455123, 905166.6167561173 1059827.8617455123, 905630.4479714637 1060298.1139972403, 907485.7728328615 1060298.1139972403, 907949.6040482109 1060768.3719602332, 908877.2664789066 1060768.3719602332, 910268.7601249551 1062179.1801430613, 910268.7601249551 1063119.7475360774, 910732.5913403045 1063590.0398218043, 911196.422555654 1063590.0398218043, 912124.084986353 1064530.6415848313, 912124.084986353 1065471.2662874663, 912587.9162016991 1065941.5872477049, 912587.9162016991 1066411.9139507266, 913051.7474170487 1066882.2463991605, 913051.7474170487 1067352.5845956332, 913979.4098477475 1068293.278243212, 913979.4098477475 1068763.63369957, 915834.7347091422 1070645.1131368172, 915834.7347091422 1071115.4974122243))",gridfinder
modelled_grid_original.5433,"MULTILINESTRING ((1019732.9269473266 1059827.8617455123, 1019269.0957319771 1059827.8617455123, 1018341.4333012782 1060768.3719602332))",gridfinder
modelled_grid_original.5434,"MULTILINESTRING ((670931.8530048545 1059357.6152024209, 671859.5154355534 1060298.1139972403, 672787.1778662524 1060298.1139972403, 673251.0090816019 1060768.3719602332))",openstreetmap
modelled_grid_original.5435,"MULTILINESTRING ((902847.4606793701 1059357.6152024209, 902383.6294640205 1059357.6152024209))",gridfinder
modelled_grid_original.5436,"MULTILINESTRING ((902847.4606793701 1059357.6152024209, 903311.2918947195 1059827.8617455123))",gridfinder
modelled_grid_original.5437,"MULTILINESTRING ((983090.260934754 1059357.6152024209, 983554.0921501034 1059827.8617455123, 987728.5730882423 1059827.8617455123, 988192.4043035917 1060298.1139972403, 988192.4043035917 1060768.3719602332, 988656.2355189412 1061238.6356371187, 988656.2355189412 1063590.0398218043, 989120.0667342906 1064060.3378371815, 989120.0667342906 1065000.9510673843, 989583.8979496402 1065471.2662874663, 989583.8979496402 1065941.5872477049, 990511.5603803359 1066882.2463991605))",openstreetmap
modelled_grid_original.5438,"MULTILINESTRING ((1001179.678333364 1059357.6152024209, 1000252.0159026682 1059357.6152024209, 999788.1846873187 1059827.8617455123))",gridfinder
modelled_grid_original.5439,"MULTILINESTRING ((1001643.5095487136 1059357.6152024209, 1001179.678333364 1059357.6152024209))",gridfinder
modelled_grid_original.5440,"MULTILINESTRING ((1001643.5095487136 1059357.6152024209, 1003035.0031947618 1060768.3719602332, 1004426.4968408071 1060768.3719602332, 1007209.4841329039 1063590.0398218043, 1007209.4841329039 1064530.6415848313))",openstreetmap
modelled_grid_original.5441,"MULTILINESTRING ((902847.4606793701 1058887.3743653456, 902847.4606793701 1059357.6152024209))",gridfinder
modelled_grid_original.5442,"MULTILINESTRING ((933924.1521077553 1058887.3743653456, 933924.1521077553 1059357.6152024209, 934387.9833231049 1059827.8617455123, 934851.8145384543 1059827.8617455123))",gridfinder
modelled_grid_original.5443,"MULTILINESTRING ((1001643.5095487136 1058887.3743653456, 1001643.5095487136 1059357.6152024209))",gridfinder
modelled_grid_original.5444,"MULTILINESTRING ((1023443.5766701192 1058887.3743653456, 1020660.5893780256 1061708.905030518))",openstreetmap
modelled_grid_original.5445,"MULTILINESTRING ((1346270.1025530437 1058887.3743653456, 1346270.1025530437 1061238.6356371187, 1347197.7649837425 1062179.1801430613, 1349053.0898451372 1062179.1801430613, 1349980.7522758362 1063119.7475360774))",gridfinder
modelled_grid_original.5446,"MULTILINESTRING ((447365.207206623 1058417.1392316583, 448756.70085267135 1059827.8617455123, 448756.70085267135 1069233.9949144823, 448292.8696373219 1069704.3618905745, 441335.4014070863 1069704.3618905745, 439480.07654569164 1071585.887459327, 439480.07654569164 1072997.0922571118, 439016.24533034215 1073467.5054172962))",gridfinder
modelled_grid_original.5447,"MULTILINESTRING ((779468.3573965303 1058417.1392316583, 779468.3573965303 1059357.6152024209, 784106.6695500186 1064060.3378371815, 785498.163196067 1064060.3378371815, 785961.9944114165 1064530.6415848313, 787353.4880574617 1064530.6415848313, 788281.1504881606 1065471.2662874663))",openstreetmap
modelled_grid_original.5448,"MULTILINESTRING ((933924.1521077553 1058417.1392316583, 933924.1521077553 1058887.3743653456))",gridfinder
modelled_grid_original.5449,"MULTILINESTRING ((934387.9833231049 1058417.1392316583, 933924.1521077553 1058417.1392316583))",gridfinder
modelled_grid_original.5450,"MULTILINESTRING ((1346270.1025530437 1058417.1392316583, 1345806.271337694 1058417.1392316583))",gridfinder
modelled_grid_original.5451,"MULTILINESTRING ((1346270.1025530437 1058417.1392316583, 1346270.1025530437 1058887.3743653456))",gridfinder
modelled_grid_original.5452,"MULTILINESTRING ((430203.4522387087 1057946.909798734, 425565.14008522045 1057946.909798734, 425101.308869871 1058417.1392316583))",gridfinder
modelled_grid_original.5453,"MULTILINESTRING ((430667.28345405817 1057946.909798734, 430203.4522387087 1057946.909798734))",gridfinder
modelled_grid_original.5454,"MULTILINESTRING ((430667.28345405817 1057946.909798734, 431594.9458847571 1058887.3743653456, 431594.9458847571 1059357.6152024209, 432522.6083154561 1060298.1139972403))",gridfinder
modelled_grid_original.5455,"MULTILINESTRING ((1339776.4655381576 1057946.909798734, 1339776.4655381576 1060768.3719602332, 1339312.6343228081 1061238.6356371187))",openstreetmap
modelled_grid_original.5456,"MULTILINESTRING ((1347197.7649837425 1057946.909798734, 1346733.933768393 1057946.909798734, 1346270.1025530437 1058417.1392316583))",gridfinder
modelled_grid_original.5457,"MULTILINESTRING ((430667.28345405817 1057476.6860639462, 430667.28345405817 1057946.909798734))",gridfinder
modelled_grid_original.5458,"MULTILINESTRING ((461743.9748824436 1057476.6860639462, 471020.5991894233 1066882.2463991605))",gridfinder
modelled_grid_original.5459,"MULTILINESTRING ((679280.8148811384 1057476.6860639462, 679280.8148811384 1057946.909798734))",gridfinder
modelled_grid_original.5460,"MULTILINESTRING ((679744.6460964879 1057476.6860639462, 679280.8148811384 1057476.6860639462))",gridfinder
modelled_grid_original.5461,"MULTILINESTRING ((738187.3792304663 1057476.6860639462, 736795.8855844178 1058887.3743653456, 736795.8855844178 1059357.6152024209, 736332.0543690685 1059827.8617455123, 736332.0543690685 1060768.3719602332))",openstreetmap
modelled_grid_original.5462,"MULTILINESTRING ((738651.2104458157 1057476.6860639462, 738187.3792304663 1057476.6860639462))",openstreetmap
modelled_grid_original.5463,"MULTILINESTRING ((739115.041661162 1057476.6860639462, 738651.2104458157 1057476.6860639462))",openstreetmap
modelled_grid_original.5464,"MULTILINESTRING ((739115.041661162 1057476.6860639462, 739578.8728765115 1057946.909798734))",gridfinder
modelled_grid_original.5465,"MULTILINESTRING ((865277.1322360984 1057476.6860639462, 865277.1322360984 1061708.905030518, 866668.6258821469 1063119.7475360774, 866668.6258821469 1069233.9949144823, 870379.2756049393 1072997.0922571118, 870379.2756049393 1076290.1059522114, 873626.0941123825 1079583.403878117))",gridfinder
modelled_grid_original.5466,"MULTILINESTRING ((984017.9233654498 1057476.6860639462, 983090.260934754 1058417.1392316583, 983090.260934754 1059357.6152024209))",openstreetmap
modelled_grid_original.5467,"MULTILINESTRING ((1022979.7454547698 1057476.6860639462, 1022515.9142394202 1057946.909798734, 1023443.5766701192 1058887.3743653456))",openstreetmap
modelled_grid_original.5468,"MULTILINESTRING ((1339776.4655381576 1057476.6860639462, 1339776.4655381576 1057946.909798734))",gridfinder
modelled_grid_original.5469,"MULTILINESTRING ((1340240.2967535069 1057476.6860639462, 1339776.4655381576 1057476.6860639462))",gridfinder
modelled_grid_original.5470,"MULTILINESTRING ((1341167.9591842026 1057476.6860639462, 1340240.2967535069 1057476.6860639462))",gridfinder
modelled_grid_original.5471,"MULTILINESTRING ((1342095.6216149016 1057476.6860639462, 1341631.7903995523 1057946.909798734, 1341167.9591842026 1057476.6860639462))",openstreetmap
modelled_grid_original.5472,"MULTILINESTRING ((1343950.9464762995 1057476.6860639462, 1344878.6089069953 1058417.1392316583, 1345806.271337694 1058417.1392316583))",gridfinder
modelled_grid_original.5473,"MULTILINESTRING ((738187.3792304663 1057006.468024674, 738187.3792304663 1057476.6860639462))",openstreetmap
modelled_grid_original.5474,"MULTILINESTRING ((739115.041661162 1057006.468024674, 739115.041661162 1057476.6860639462))",gridfinder
modelled_grid_original.5475,"MULTILINESTRING ((865277.1322360984 1057006.468024674, 864813.301020749 1057006.468024674))",gridfinder
modelled_grid_original.5476,"MULTILINESTRING ((865277.1322360984 1057006.468024674, 865277.1322360984 1057476.6860639462))",gridfinder
modelled_grid_original.5477,"MULTILINESTRING ((865740.9634514479 1057006.468024674, 865277.1322360984 1057006.468024674))",gridfinder
modelled_grid_original.5478,"MULTILINESTRING ((893107.0051570409 1057006.468024674, 893107.0051570409 1063119.7475360774, 894034.6675877398 1064060.3378371815, 894034.6675877398 1065471.2662874663, 894498.4988030891 1065941.5872477049))",gridfinder
modelled_grid_original.5479,"MULTILINESTRING ((896353.8236644838 1057006.468024674, 896817.6548798333 1057476.6860639462))",gridfinder
modelled_grid_original.5480,"MULTILINESTRING ((1059158.580251993 1057006.468024674, 1062869.2299747854 1060768.3719602332))",gridfinder
